sequenceID	genotype	subtype	gb_isolate	gb_country_short	gb_place_sampled	gb_collection_year	gb_collection_month	gb_collection_month_day	gb_lab_construct	gb_host	gb_pubmed_id
KM246391	6	f	THCM-L3/04	Thailand	-	2004	-	-	false	Homo sapiens	26925445
KM246392	6	f	THCM-L4/10	Thailand	-	2010	-	-	false	Homo sapiens	26925445
KM246393	6	f	THCM-L4/10posttreatment	Thailand	-	2010	-	-	false	Homo sapiens	26925445
KM252779	6	e	TV280	Vietnam	-	-	-	-	false	Homo sapiens	25589238
KM252780	6	e	TV395	Vietnam	-	-	-	-	false	Homo sapiens	25589238
KM252781	6	e	TV503	Vietnam	-	-	-	-	false	Homo sapiens	25589238
KM252782	6	h	TV407	Vietnam	-	-	-	-	false	Homo sapiens	25589238
KM252783	6	h	TV412	Vietnam	-	-	-	-	false	Homo sapiens	25589238
KM252784	6	h	VN085	Vietnam	-	-	-	-	false	Homo sapiens	25589238
KM252785	6	p	TV462	Vietnam	-	-	-	-	false	Homo sapiens	25589238
KM252786	6	r	TV406	Vietnam	-	-	-	-	false	Homo sapiens	25589238
KM252787	6	s	TV396	Vietnam	-	-	-	-	false	Homo sapiens	25589238
KM252788	6	u	TV546	Vietnam	-	-	-	-	false	Homo sapiens	25589238
KM252789	6	xd	L23	Lao	-	-	-	-	false	Homo sapiens	25589238
KM252790	6	xd	L347	Lao	-	-	-	-	false	Homo sapiens	25589238
KM252791	6	xd	L394	Lao	-	-	-	-	false	Homo sapiens	25589238
KM252792	6	xe	km98	China	-	-	-	-	false	Homo sapiens	25589238
KM252793	6	d	L132	Lao	-	-	-	-	false	Homo sapiens	25589238
KM252794	6	-	L176	Lao	-	-	-	-	false	Homo sapiens	25589238
KM252795	6	-	L250	Lao	-	-	-	-	false	Homo sapiens	25589238
KM252796	6	-	L310	Lao	-	-	-	-	false	Homo sapiens	25589238
KM252797	6	-	L344	Lao	-	-	-	-	false	Homo sapiens	25589238
KM252799	6	-	L373	Lao	-	-	-	-	false	Homo sapiens	25589238
KM252800	6	q	L390	Lao	-	-	-	-	false	Homo sapiens	25589238
KM284925	6	n	11CNYNLC-0322	China	-	2011	-	-	false	Homo sapiens	-
KM284926	6	n	10CNYNLC-LC15	China	-	2010	-	-	false	Homo sapiens	-
KM284927	6	n	09CNYNYJ-J071	China	-	2009	-	-	false	Homo sapiens	-
KM284928	6	n	09CNYNYJ-J150	China	-	2009	-	-	false	Homo sapiens	-
KM284929	6	n	12CNYNYJ-0406	China	-	2012	-	-	false	Homo sapiens	-
KM284930	6	n	12CNYNYJ-0402	China	-	2012	-	-	false	Homo sapiens	-
KM284931	6	n	12CNYNYJ-0356	China	-	2012	-	-	false	Homo sapiens	-
KM284932	6	n	12CNYNDH-0459	China	-	2012	-	-	false	Homo sapiens	-
KM284933	6	n	11CNYNLC-LC28	China	-	2011	-	-	false	Homo sapiens	-
KM284934	6	n	11CNYNLC-0501	China	-	2011	-	-	false	Homo sapiens	-
KM284935	6	n	11CNYNLC-LC25	China	-	2011	-	-	false	Homo sapiens	-
KM284936	6	n	10CNYNLC-0341	China	-	2010	-	-	false	Homo sapiens	-
KM284937	6	n	10CNYNLC-LC04	China	-	2010	-	-	false	Homo sapiens	-
KM284938	6	n	11CNYNLC-LC16	China	-	2011	-	-	false	Homo sapiens	-
KM284939	6	n	10CNYNLC-0332	China	-	2010	-	-	false	Homo sapiens	-
KM284940	6	n	12CNYNYJ-0425	China	-	2012	-	-	false	Homo sapiens	-
KM284941	6	n	12CNYNDH-0446	China	-	2012	-	-	false	Homo sapiens	-
KM284942	6	n	12CNYNDH-0453	China	-	2012	-	-	false	Homo sapiens	-
KM284943	6	n	12CNYNDH-0519	China	-	2012	-	-	false	Homo sapiens	-
KM284944	6	n	09CNYNYJ-J136	China	-	2009	-	-	false	Homo sapiens	-
KM284945	6	n	12CNYNDH-0448	China	-	2012	-	-	false	Homo sapiens	-
KM284946	6	n	12CNYNDH-0460	China	-	2012	-	-	false	Homo sapiens	-
KM284947	6	n	12CNYNDH-0517	China	-	2012	-	-	false	Homo sapiens	-
KM284948	6	n	12CNYNDH-0438	China	-	2012	-	-	false	Homo sapiens	-
KM284949	6	n	09CNYNYJ-J153	China	-	2009	-	-	false	Homo sapiens	-
KM284950	6	n	12CNYNDH-0441	China	-	2012	-	-	false	Homo sapiens	-
KM284951	6	n	09CNYNYJ-J027	China	-	2009	-	-	false	Homo sapiens	-
KM284952	6	n	09CNYNYJ-J188	China	-	2009	-	-	false	Homo sapiens	-
KM284953	6	n	11CNYNLC-LC42	China	-	2011	-	-	false	Homo sapiens	-
KM284954	6	xa	12CNYNDH-0457	China	-	2012	-	-	false	Homo sapiens	-
KM284955	6	xa	11CNYNLC-LC43	China	-	2011	-	-	false	Homo sapiens	-
KM284956	6	xa	11CNYNLC-0319	China	-	2011	-	-	false	Homo sapiens	-
KM284957	6	xa	11CNYNLC-LC47	China	-	2011	-	-	false	Homo sapiens	-
KM284958	6	xa	11CNYNLC-LC24	China	-	2011	-	-	false	Homo sapiens	-
KM284959	6	xa	12CNYNDH-0452	China	-	2012	-	-	false	Homo sapiens	-
KM284960	6	xa	12CNYNYJ-0411	China	-	2012	-	-	false	Homo sapiens	-
KM284961	6	xa	10CNYNLC-LC09	China	-	2010	-	-	false	Homo sapiens	-
KM284962	6	xa	09CNYNYJ-J119	China	-	2009	-	-	false	Homo sapiens	-
KM284963	6	xa	12CNYNDH-0518	China	-	2012	-	-	false	Homo sapiens	-
KM284964	6	xa	09CNYNYJ-J137	China	-	2009	-	-	false	Homo sapiens	-
KM284965	6	xa	11CNYNLC-0311	China	-	2011	-	-	false	Homo sapiens	-
KM284966	6	xa	11CNYNLC-0318	China	-	2011	-	-	false	Homo sapiens	-
KM284967	6	xa	11CNYNLC-0313	China	-	2011	-	-	false	Homo sapiens	-
KM284968	6	xa	11CNYNLC-0315	China	-	2011	-	-	false	Homo sapiens	-
KM284969	6	xa	09CNYNYJ-J081	China	-	2009	-	-	false	Homo sapiens	-
KM284970	6	xa	09CNYNYJ-J193	China	-	2009	-	-	false	Homo sapiens	-
KM284971	6	xa	11CNYNLC-0317	China	-	2011	-	-	false	Homo sapiens	-
KM284972	6	xa	10CNYNLC-0324	China	-	2010	-	-	false	Homo sapiens	-
KM284973	6	-	11CNYNLC-LC20	China	-	2011	-	-	false	Homo sapiens	-
KM284974	6	-	12CNYNYJ-0413	China	-	2012	-	-	false	Homo sapiens	-
KM284975	6	-	11CNYNLC-LC26	China	-	2011	-	-	false	Homo sapiens	-
KM284976	6	-	11CNYNLC-LC40	China	-	2011	-	-	false	Homo sapiens	-
KM284977	6	xa	09CNYNYJ-0508	China	-	2009	-	-	false	Homo sapiens	-
KM285079	6	n	11CNYNLC-0322	China	-	2011	-	-	false	Homo sapiens	-
KM285080	6	n	11CNYNLC-LC28	China	-	2011	-	-	false	Homo sapiens	-
KM285081	6	n	12CNYNYJ-0425	China	-	2012	-	-	false	Homo sapiens	-
KM285082	6	n	12CNYNDH-0519	China	-	2012	-	-	false	Homo sapiens	-
KM285083	6	n	12CNYNDH-0448	China	-	2012	-	-	false	Homo sapiens	-
KM285084	6	n	09CNYNYJ-071	China	-	2009	-	-	false	Homo sapiens	-
KM285085	6	n	10CNYNLC-LC15	China	-	2010	-	-	false	Homo sapiens	-
KM285086	6	n	12CNYNYJ-0406	China	-	2012	-	-	false	Homo sapiens	-
KM285087	6	n	09CNYNYJ-J027	China	-	2009	-	-	false	Homo sapiens	-
KM285088	6	n	12CNYNDH-0446	China	-	2012	-	-	false	Homo sapiens	-
KM285089	6	n	12CNYNDH-0453	China	-	2012	-	-	false	Homo sapiens	-
KM285090	6	n	12CNYNDH-0517	China	-	2012	-	-	false	Homo sapiens	-
KM285091	6	n	12CNYNDH-0441	China	-	2012	-	-	false	Homo sapiens	-
KM285092	6	n	12CNYNYJ-0356	China	-	2012	-	-	false	Homo sapiens	-
KM285093	6	n	12CNYNDH-0460	China	-	2012	-	-	false	Homo sapiens	-
KM285094	6	n	10CNYNLC-0332	China	-	2010	-	-	false	Homo sapiens	-
KM285095	6	n	10CNYNLC-LC04	China	-	2010	-	-	false	Homo sapiens	-
KM285096	6	n	11CNYNLC-LC16	China	-	2011	-	-	false	Homo sapiens	-
KM285097	6	n	09CNYNYJ-J188	China	-	2009	-	-	false	Homo sapiens	-
KM285098	6	n	11CNYNLC-LC42	China	-	2011	-	-	false	Homo sapiens	-
KM285099	6	xa	12CNYNYJ-0411	China	-	2012	-	-	false	Homo sapiens	-
KM285100	6	xa	09CNYNYJ-111	China	-	2009	-	-	false	Homo sapiens	-
KM285101	6	xa	12CNYNDH-0457	China	-	2012	-	-	false	Homo sapiens	-
KM285102	6	xa	09CNYNYJ-081	China	-	2009	-	-	false	Homo sapiens	-
KM285103	6	xa	11CNYNLC-0321	China	-	2011	-	-	false	Homo sapiens	-
KM285104	6	xa	09CNYNYJ-101	China	-	2009	-	-	false	Homo sapiens	-
KM285105	6	xa	11CNYNLC-0318	China	-	2011	-	-	false	Homo sapiens	-
KM285106	6	xa	11CNYNLC-LC23	China	-	2011	-	-	false	Homo sapiens	-
KM285107	6	xa	11CNYNLC-LC47	China	-	2011	-	-	false	Homo sapiens	-
KM285108	6	xa	11CNYNLC-0317	China	-	2011	-	-	false	Homo sapiens	-
KM285109	6	xa	09CNYNYJ-137	China	-	2009	-	-	false	Homo sapiens	-
KM285110	6	xa	12CNYNDH-0518	China	-	2012	-	-	false	Homo sapiens	-
KM285111	6	xa	11CNYNLC-0313	China	-	2011	-	-	false	Homo sapiens	-
KM285112	6	xa	11CNYNLC-0315	China	-	2011	-	-	false	Homo sapiens	-
KM285113	6	xa	10CNYNLC-LC09	China	-	2010	-	-	false	Homo sapiens	-
KM285114	6	xa	09CNYNYJ-0506	China	-	2009	-	-	false	Homo sapiens	-
KM285115	6	xa	12CNYNDH-0452	China	-	2012	-	-	false	Homo sapiens	-
KM285116	6	xa	12CNYNYJ-0423	China	-	2012	-	-	false	Homo sapiens	-
KM285117	6	xa	11CNYNLC-LC24	China	-	2011	-	-	false	Homo sapiens	-
KM285118	6	xa	09CNYNYJ-J193	China	-	2009	-	-	false	Homo sapiens	-
KM285119	6	-	12CNYNYJ-0408	China	-	2012	-	-	false	Homo sapiens	-
KM285120	6	-	12CNYNYJ-0413	China	-	2012	-	-	false	Homo sapiens	-
KM285121	6	-	11CNYNLC-LC20	China	-	2011	-	-	false	Homo sapiens	-
KM285122	6	-	11CNYNLC-LC26	China	-	2011	-	-	false	Homo sapiens	-
KM285123	6	-	11CNYNLC-LC40	China	-	2011	-	-	false	Homo sapiens	-
KM285124	6	xa	09CNYNYJ-0508	China	-	2009	-	-	false	Homo sapiens	-
KM504106	6	e	KL885	-	-	-	-	-	false	Homo sapiens	26896932
KM504107	6	g	NPO88	-	-	-	-	-	false	Homo sapiens	26896932
KM504108	6	a	NSO624	-	-	-	-	-	false	Homo sapiens	26896932
KM504109	6	-	745291	-	-	-	-	-	false	Homo sapiens	26896932
KM504110	6	f	C-0782	Thailand	-	-	-	-	false	Homo sapiens	26896932
KM504111	6	-	QC81	-	-	-	-	-	false	Homo sapiens	26896932
KM504113	6	r	QC120	-	-	-	-	-	false	Homo sapiens	26896932
KM504114	6	q	QC150	-	-	-	-	-	false	Homo sapiens	26896932
KM504115	6	q	QC176	-	-	-	-	-	false	Homo sapiens	26896932
KM504116	6	q	QC189	-	-	-	-	-	false	Homo sapiens	26896932
KM504117	6	q	QC197	Canada	-	-	-	-	false	Homo sapiens	26896932
KM504119	6	h	QC255	-	-	-	-	-	false	Homo sapiens	26896932
KM504120	6	q	QC266	-	-	-	-	-	false	Homo sapiens	26896932
KM504121	6	-	QC269	-	-	-	-	-	false	Homo sapiens	26896932
KM504122	6	h	QC287	-	-	-	-	-	false	Homo sapiens	26896932
KM504123	6	s	QC292	-	-	-	-	-	false	Homo sapiens	26896932
KM504124	6	c	QC334	-	-	-	-	-	false	Homo sapiens	26896932
KM587627	6	a	N	United States	-	2012	JUL	27	false	Homo sapiens	25878342
KM587628	6	a	O	United States	-	2012	JUL	6	false	Homo sapiens	25878342
KM587629	6	e	P	United States	-	2012	JUL	19	false	Homo sapiens	25878342
KM587630	6	-	Q	United States	-	2012	JUL	19	false	Homo sapiens	25878342
KM589435	6	f	6f.R.001	Thailand	-	2007	-	-	false	Homo sapiens	25445343
KM589436	6	f	6f.R.002	Thailand	-	2009	-	-	false	Homo sapiens	25445343
KM589437	6	f	6f.R.003	Thailand	-	2010	-	-	false	Homo sapiens	25445343
KM589438	6	f	6f.R.004	Thailand	-	2007	-	-	false	Homo sapiens	25445343
KM589439	6	f	6f.R.005	Thailand	-	2008	-	-	false	Homo sapiens	25445343
KM589440	6	f	6f.R.006	Thailand	-	2009	-	-	false	Homo sapiens	25445343
KM589441	6	f	6f.R.007	Thailand	-	2007	-	-	false	Homo sapiens	25445343
KM589442	6	f	6f.R.008	Thailand	-	2010	-	-	false	Homo sapiens	25445343
KM589443	6	f	6f.R.009	Thailand	-	2007	-	-	false	Homo sapiens	25445343
KM589444	6	f	6f.R.010	Thailand	-	2008	-	-	false	Homo sapiens	25445343
KM589445	6	f	6f.R.011	Thailand	-	2009	-	-	false	Homo sapiens	25445343
KM589446	6	f	6f.NR.012	Thailand	-	2007	-	-	false	Homo sapiens	25445343
KM589447	6	f	6f.NR.013	Thailand	-	2010	-	-	false	Homo sapiens	25445343
KM589448	6	f	6f.RL.014	Thailand	-	2010	-	-	false	Homo sapiens	25445343
KM589449	6	f	6f.RL.015	Thailand	-	2007	-	-	false	Homo sapiens	25445343
KM589450	6	f	6f.RL.016	Thailand	-	2007	-	-	false	Homo sapiens	25445343
KM589451	6	f	6f.RL.017	Thailand	-	2009	-	-	false	Homo sapiens	25445343
KM589452	6	f	6f.RL.018	Thailand	-	2010	-	-	false	Homo sapiens	25445343
KP162370	6	e	Mars_HCV_NS3_no.27	France	-	2010	MAY	1	false	Homo sapiens	25959702
KP162384	6	a	Mars_HCV_NS3_no.41	France	-	2010	AUG	1	false	Homo sapiens	25959702
KP162569	6	e	Mars_HCV_NS3_no.226	France	-	2008	MAR	1	false	Homo sapiens	25959702
KP162619	6	a	Mars_HCV_NS3_no.276	France	-	2009	MAY	1	false	Homo sapiens	25959702
KP162623	6	a	Mars_HCV_NS3_no.280	France	-	2009	JUL	1	false	Homo sapiens	25959702
KP162631	6	a	Mars_HCV_NS3_no.288	France	-	2009	AUG	1	false	Homo sapiens	25959702
KP162848	6	a	Mars_HCV_NS3_no.505	France	-	2011	JUN	1	false	Homo sapiens	25959702
KP163010	6	e	Mars_HCV_NS3_no.667	France	-	2012	JAN	1	false	Homo sapiens	25959702
KP163019	6	a	Mars_HCV_NS3_no.676	France	-	2012	FEB	1	false	Homo sapiens	25959702
KR095342	6	i	NU8	Thailand	-	-	-	-	false	Homo sapiens	-
KR095343	6	c	NU58	Thailand	-	-	-	-	false	Homo sapiens	-
KR095344	6	c	NU61	Thailand	-	-	-	-	false	Homo sapiens	-
KR095345	6	c	NU63	Thailand	-	-	-	-	false	Homo sapiens	-
KR095346	6	n	NU125	Thailand	-	-	-	-	false	Homo sapiens	-
KR095347	6	n	NU154	Thailand	-	-	-	-	false	Homo sapiens	-
KR095348	6	f	NU164	Thailand	-	-	-	-	false	Homo sapiens	-
KR095349	6	f	NU166	Thailand	-	-	-	-	false	Homo sapiens	-
KR095350	6	c	NU171	Thailand	-	-	-	-	false	Homo sapiens	-
KR095351	6	n	NU173	Thailand	-	-	-	-	false	Homo sapiens	-
KR095352	6	f	NU177	Thailand	-	-	-	-	false	Homo sapiens	-
KR095353	6	f	NU188	Thailand	-	-	-	-	false	Homo sapiens	-
KR095354	6	f	NU267	Thailand	-	-	-	-	false	Homo sapiens	-
KR108496	6	n	09MYKJ143	Malaysia	-	2009	-	-	false	Homo sapiens	-
KR108497	6	n	09MYKJ151	Malaysia	-	2009	-	-	false	Homo sapiens	-
KR108622	6	n	10MYKJ032	Malaysia	-	2010	-	-	false	Homo sapiens	-
KR108623	6	n	09MYKJ151	Malaysia	-	2009	-	-	false	Homo sapiens	-
KT162591	6	a	R14_01F033	China	-	-	-	-	false	Homo sapiens	-
KT162592	6	a	R16_01F024	China	-	-	-	-	false	Homo sapiens	-
KT162593	6	a	R18_01A024	China	-	-	-	-	false	Homo sapiens	-
KT162594	6	a	R27_05C1115	China	-	-	-	-	false	Homo sapiens	-
KT162595	6	a	R43_01A013	China	-	-	-	-	false	Homo sapiens	-
KT162596	6	a	R45_01A046	China	-	-	-	-	false	Homo sapiens	-
KT162597	6	a	R46_01A047	China	-	-	-	-	false	Homo sapiens	-
KT162598	6	a	R49_01B2017	China	-	-	-	-	false	Homo sapiens	-
KT162599	6	a	R50_01B2041	China	-	-	-	-	false	Homo sapiens	-
KT162600	6	a	R51_01C1020	China	-	-	-	-	false	Homo sapiens	-
KT162601	6	a	R52_01C1041	China	-	-	-	-	false	Homo sapiens	-
KT162602	6	a	R53_01C1042	China	-	-	-	-	false	Homo sapiens	-
KT162603	6	a	R54_01C1058	China	-	-	-	-	false	Homo sapiens	-
KT162604	6	a	R55_01C1061	China	-	-	-	-	false	Homo sapiens	-
KT162605	6	a	R57_01C1073	China	-	-	-	-	false	Homo sapiens	-
KT162606	6	a	R59_01C2031	China	-	-	-	-	false	Homo sapiens	-
KT162607	6	a	R60_01C2051	China	-	-	-	-	false	Homo sapiens	-
KT162608	6	a	R61_01C2067	China	-	-	-	-	false	Homo sapiens	-
KT162609	6	a	R62_01C2068	China	-	-	-	-	false	Homo sapiens	-
KT162610	6	a	R64_01C2080	China	-	-	-	-	false	Homo sapiens	-
KT162611	6	a	R65_01C2088	China	-	-	-	-	false	Homo sapiens	-
KT162612	6	a	R67_01C3037	China	-	-	-	-	false	Homo sapiens	-
KT162613	6	a	R68_01C3046	China	-	-	-	-	false	Homo sapiens	-
KT162614	6	a	R69_01C3060	China	-	-	-	-	false	Homo sapiens	-
KT162615	6	a	R74_05A006	China	-	-	-	-	false	Homo sapiens	-
KT162616	6	a	R78_01B1052	China	-	-	-	-	false	Homo sapiens	-
KT162617	6	a	R84_01C1107	China	-	-	-	-	false	Homo sapiens	-
KT162618	6	a	R85_05C1012	China	-	-	-	-	false	Homo sapiens	-
KT162619	6	a	R86_05C1016	China	-	-	-	-	false	Homo sapiens	-
KT162620	6	a	R88_05C2043	China	-	-	-	-	false	Homo sapiens	-
KT162621	6	a	R90_01C3103	China	-	-	-	-	false	Homo sapiens	-
KT162622	6	a	R91_05C3018	China	-	-	-	-	false	Homo sapiens	-
KT162623	6	a	R92_05C3021	China	-	-	-	-	false	Homo sapiens	-
KT162624	6	a	R94_01F001	China	-	-	-	-	false	Homo sapiens	-
KT162625	6	a	R95_01F002	China	-	-	-	-	false	Homo sapiens	-
KT162626	6	a	R99_01F010	China	-	-	-	-	false	Homo sapiens	-
KT162627	6	a	R100_01F019	China	-	-	-	-	false	Homo sapiens	-
KT162628	6	a	R101_01F025	China	-	-	-	-	false	Homo sapiens	-
KT162629	6	a	R106_01F032	China	-	-	-	-	false	Homo sapiens	-
KT162630	6	a	R107_01F034	China	-	-	-	-	false	Homo sapiens	-
KT162631	6	a	R109_03A019	China	-	-	-	-	false	Homo sapiens	-
KT162632	6	a	R110_01F047	China	-	-	-	-	false	Homo sapiens	-
KT162633	6	a	R111_01F048	China	-	-	-	-	false	Homo sapiens	-
KT162634	6	a	R112_01F052	China	-	-	-	-	false	Homo sapiens	-
KT162635	6	a	R113_01F053	China	-	-	-	-	false	Homo sapiens	-
KT162636	6	a	R114_01F055	China	-	-	-	-	false	Homo sapiens	-
KT162637	6	a	R115_01F056	China	-	-	-	-	false	Homo sapiens	-
KT162638	6	a	R116_05A021	China	-	-	-	-	false	Homo sapiens	-
KT162639	6	a	R117_05A022	China	-	-	-	-	false	Homo sapiens	-
KT162640	6	a	R118_05A028	China	-	-	-	-	false	Homo sapiens	-
KT162641	6	a	R119_05A033	China	-	-	-	-	false	Homo sapiens	-
KT162642	6	a	R120_05A041	China	-	-	-	-	false	Homo sapiens	-
KT162643	6	a	R121_05A049	China	-	-	-	-	false	Homo sapiens	-
KT162644	6	a	R122_05A059	China	-	-	-	-	false	Homo sapiens	-
KT162645	6	a	R123_05A063	China	-	-	-	-	false	Homo sapiens	-
KT162646	6	a	R124_11A010	China	-	-	-	-	false	Homo sapiens	-
KT162647	6	a	R125_11A032	China	-	-	-	-	false	Homo sapiens	-
KT162648	6	a	R126_11A048	China	-	-	-	-	false	Homo sapiens	-
KT162649	6	a	R127_11A065	China	-	-	-	-	false	Homo sapiens	-
KT162650	6	a	R128_16A005	China	-	-	-	-	false	Homo sapiens	-
KT162651	6	a	R129_17A088	China	-	-	-	-	false	Homo sapiens	-
KT162652	6	a	R130_05B1054	China	-	-	-	-	false	Homo sapiens	-
KT162653	6	a	R131_05B2050	China	-	-	-	-	false	Homo sapiens	-
KT162654	6	a	R132_13B2049	China	-	-	-	-	false	Homo sapiens	-
KT162655	6	a	R133_17B2069	China	-	-	-	-	false	Homo sapiens	-
KT162656	6	a	R134_05C1096	China	-	-	-	-	false	Homo sapiens	-
KT162657	6	a	R135_05C2106	China	-	-	-	-	false	Homo sapiens	-
KT162658	6	a	R136_05C3059	China	-	-	-	-	false	Homo sapiens	-
KT162659	6	a	R138_01F057	China	-	-	-	-	false	Homo sapiens	-
KT162660	6	a	R139_05F002	China	-	-	-	-	false	Homo sapiens	-
KT162661	6	a	R140_05F003	China	-	-	-	-	false	Homo sapiens	-
KT162662	6	a	R141_05F004	China	-	-	-	-	false	Homo sapiens	-
KT162663	6	a	R142_05F006	China	-	-	-	-	false	Homo sapiens	-
KT162664	6	a	R145_05F008	China	-	-	-	-	false	Homo sapiens	-
KT162665	6	a	R146_05F010	China	-	-	-	-	false	Homo sapiens	-
KT162666	6	a	R147_05F013	China	-	-	-	-	false	Homo sapiens	-
KT162667	6	a	R148_05F019	China	-	-	-	-	false	Homo sapiens	-
KT162668	6	a	R149_05F023	China	-	-	-	-	false	Homo sapiens	-
KT162669	6	a	R150_05F025	China	-	-	-	-	false	Homo sapiens	-
KT162670	6	a	R151_05F026	China	-	-	-	-	false	Homo sapiens	-
KT162671	6	a	R152_05F027	China	-	-	-	-	false	Homo sapiens	-
KT162672	6	a	R153_05F037	China	-	-	-	-	false	Homo sapiens	-
KT162673	6	a	R154_05F039	China	-	-	-	-	false	Homo sapiens	-
KT162674	6	a	R155_05F048	China	-	-	-	-	false	Homo sapiens	-
KT162675	6	a	R156_05F050	China	-	-	-	-	false	Homo sapiens	-
KT162676	6	a	R163_06F039	China	-	-	-	-	false	Homo sapiens	-
KT162677	6	a	R164_06F044	China	-	-	-	-	false	Homo sapiens	-
KT162678	6	a	R165_06F047	China	-	-	-	-	false	Homo sapiens	-
KT162679	6	a	R167_06F052	China	-	-	-	-	false	Homo sapiens	-
KT162680	6	a	R168_06F071	China	-	-	-	-	false	Homo sapiens	-
KT162681	6	a	R178_01C2001	China	-	-	-	-	false	Homo sapiens	-
KT162682	6	a	R181_01F006	China	-	-	-	-	false	Homo sapiens	-
KT162683	6	a	R183_01F017	China	-	-	-	-	false	Homo sapiens	-
KT162684	6	a	R185_01F028	China	-	-	-	-	false	Homo sapiens	-
KT162685	6	a	R190_01A003	China	-	-	-	-	false	Homo sapiens	-
KT162686	6	a	R194_01B2039	China	-	-	-	-	false	Homo sapiens	-
KT162687	6	a	R208_01F013	China	-	-	-	-	false	Homo sapiens	-
KT162688	6	a	R209_01F015	China	-	-	-	-	false	Homo sapiens	-
KT162689	6	a	R211_01F030	China	-	-	-	-	false	Homo sapiens	-
KT162690	6	a	R213_01F038	China	-	-	-	-	false	Homo sapiens	-
KT162691	6	a	R408_06A017	China	-	-	-	-	false	Homo sapiens	-
KT162692	6	a	R159_06F012	China	-	-	-	-	false	Homo sapiens	-
KT162693	6	a	8497_ns3	China	-	-	-	-	false	Homo sapiens	-
KT162694	6	a	9158_ns3	China	-	-	-	-	false	Homo sapiens	-
KT162695	6	a	9926_ns3	China	-	-	-	-	false	Homo sapiens	-
KT162696	6	a	10304	China	-	-	-	-	false	Homo sapiens	-
KT162697	6	a	10763	China	-	-	-	-	false	Homo sapiens	-
KT162698	6	a	10771	China	-	-	-	-	false	Homo sapiens	-
KT162699	6	a	11013	China	-	-	-	-	false	Homo sapiens	-
KT162700	6	a	11569	China	-	-	-	-	false	Homo sapiens	-
KT162701	6	a	12163	China	-	-	-	-	false	Homo sapiens	-
KT162702	6	a	12306	China	-	-	-	-	false	Homo sapiens	-
KT162703	6	a	12468	China	-	-	-	-	false	Homo sapiens	-
KT162704	6	a	12509	China	-	-	-	-	false	Homo sapiens	-
KT162705	6	a	13801	China	-	-	-	-	false	Homo sapiens	-
KT162706	6	a	13855	China	-	-	-	-	false	Homo sapiens	-
KT162707	6	a	14018	China	-	-	-	-	false	Homo sapiens	-
KT162708	6	a	14109	China	-	-	-	-	false	Homo sapiens	-
KT162709	6	a	14444	China	-	-	-	-	false	Homo sapiens	-
KT162710	6	a	14448	China	-	-	-	-	false	Homo sapiens	-
KT162711	6	a	14675	China	-	-	-	-	false	Homo sapiens	-
KT162712	6	a	15097	China	-	-	-	-	false	Homo sapiens	-
KT162713	6	a	15441	China	-	-	-	-	false	Homo sapiens	-
KT162714	6	a	15611	China	-	-	-	-	false	Homo sapiens	-
KT162715	6	a	16107	China	-	-	-	-	false	Homo sapiens	-
KT162716	6	a	16271	China	-	-	-	-	false	Homo sapiens	-
KT162717	6	a	16378	China	-	-	-	-	false	Homo sapiens	-
KT162718	6	a	16874	China	-	-	-	-	false	Homo sapiens	-
KT162719	6	a	17495	China	-	-	-	-	false	Homo sapiens	-
KT162720	6	a	17710	China	-	-	-	-	false	Homo sapiens	-
KT162721	6	a	17737	China	-	-	-	-	false	Homo sapiens	-
KT162722	6	a	17817	China	-	-	-	-	false	Homo sapiens	-
KT162723	6	a	17886	China	-	-	-	-	false	Homo sapiens	-
KT162724	6	a	17910	China	-	-	-	-	false	Homo sapiens	-
KT162725	6	a	17939	China	-	-	-	-	false	Homo sapiens	-
KT162726	6	a	17951	China	-	-	-	-	false	Homo sapiens	-
KT162727	6	a	17969	China	-	-	-	-	false	Homo sapiens	-
KT162728	6	a	18075	China	-	-	-	-	false	Homo sapiens	-
KT162729	6	a	18156	China	-	-	-	-	false	Homo sapiens	-
KT162730	6	a	18217	China	-	-	-	-	false	Homo sapiens	-
KT162731	6	a	18284	China	-	-	-	-	false	Homo sapiens	-
KT162732	6	a	18343	China	-	-	-	-	false	Homo sapiens	-
KT162733	6	a	18568	China	-	-	-	-	false	Homo sapiens	-
KT162734	6	a	18675	China	-	-	-	-	false	Homo sapiens	-
KT162735	6	a	18681	China	-	-	-	-	false	Homo sapiens	-
KT162736	6	a	18687	China	-	-	-	-	false	Homo sapiens	-
KT162737	6	a	18785	China	-	-	-	-	false	Homo sapiens	-
KT162738	6	a	18924	China	-	-	-	-	false	Homo sapiens	-
KT162739	6	a	19001	China	-	-	-	-	false	Homo sapiens	-
KT162740	6	a	19029	China	-	-	-	-	false	Homo sapiens	-
KT162741	6	a	19133	China	-	-	-	-	false	Homo sapiens	-
KT162742	6	a	19234	China	-	-	-	-	false	Homo sapiens	-
KT162743	6	a	19320	China	-	-	-	-	false	Homo sapiens	-
KT162744	6	a	19331	China	-	-	-	-	false	Homo sapiens	-
KT162745	6	a	19389	China	-	-	-	-	false	Homo sapiens	-
KT162746	6	a	19521	China	-	-	-	-	false	Homo sapiens	-
KT162747	6	a	19599	China	-	-	-	-	false	Homo sapiens	-
KT162748	6	a	19624	China	-	-	-	-	false	Homo sapiens	-
